SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/830/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.412e+000    4.396e-003  
T     =       3.186s    65381308670327.922s  

RSS   =   7.361e-003
SD    =   1.566e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.036e+000    3.631e-002
    2       2.000s    7.928e-001    7.583e-001   -3.453e-002
    3       3.000s    5.917e-001    5.552e-001   -3.653e-002
    4       4.000s    4.272e-001    4.068e-001   -2.039e-002
    5       5.000s    2.901e-001    2.984e-001    8.294e-003
    6       6.000s    1.891e-001    2.192e-001    3.004e-002
    7       7.000s    1.318e-001    1.613e-001    2.951e-002
    8       8.000s    9.945e-002    1.190e-001    1.959e-002
    9       9.000s    7.246e-002    8.815e-002    1.569e-002
   10      10.000s    5.366e-002    6.559e-002    1.192e-002
   11      11.000s    4.871e-002    4.910e-002    3.913e-004
   12      12.000s    4.695e-002    3.706e-002   -9.893e-003
   13      13.000s    3.815e-002    2.826e-002   -9.893e-003
   14      14.000s    2.853e-002    2.183e-002   -6.703e-003
   15      15.000s    2.563e-002    1.713e-002   -8.500e-003
   16      16.000s    2.370e-002    1.370e-002   -1.000e-002
   17      17.000s    1.656e-002    1.119e-002   -5.368e-003
   18      18.000s    1.003e-002    9.363e-003   -6.622e-004
   19      19.000s    9.981e-003    8.025e-003   -1.956e-003
   20      20.000s    1.110e-002    7.047e-003   -4.051e-003
   21      21.000s    7.783e-003    6.333e-003   -1.450e-003
   22      22.000s    4.575e-003    5.811e-003    1.236e-003
   23      23.000s    6.209e-003    5.430e-003   -7.784e-004
   24      24.000s    8.181e-003    5.152e-003   -3.029e-003
   25      25.000s    5.952e-003    4.948e-003   -1.003e-003
   26      26.000s    3.534e-003    4.800e-003    1.266e-003
   27      27.000s    4.895e-003    4.691e-003   -2.046e-004
   28      28.000s    6.232e-003    4.612e-003   -1.620e-003
   29      29.000s    4.164e-003    4.554e-003    3.891e-004
   30      30.000s    2.587e-003    4.511e-003    1.924e-003

============================================================

