SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/40/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.692e+000    4.893e-003  
T     =       2.039s    7725062727987.651s  

RSS   =   1.613e-002
SD    =   2.319e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.041e+000    4.102e-002
    2       2.000s    7.262e-001    6.394e-001   -8.688e-002
    3       3.000s    4.138e-001    3.934e-001   -2.040e-002
    4       4.000s    1.957e-001    2.428e-001    4.714e-002
    5       5.000s    1.004e-001    1.506e-001    5.014e-002
    6       6.000s    7.070e-002    9.410e-002    2.340e-002
    7       7.000s    5.187e-002    5.952e-002    7.646e-003
    8       8.000s    3.562e-002    3.834e-002    2.720e-003
    9       9.000s    3.108e-002    2.537e-002   -5.704e-003
   10      10.000s    3.287e-002    1.743e-002   -1.544e-002
   11      11.000s    2.974e-002    1.257e-002   -1.717e-002
   12      12.000s    2.263e-002    9.596e-003   -1.303e-002
   13      13.000s    1.871e-002    7.772e-003   -1.094e-002
   14      14.000s    1.763e-002    6.656e-003   -1.098e-002
   15      15.000s    1.451e-002    5.972e-003   -8.537e-003
   16      16.000s    9.778e-003    5.554e-003   -4.224e-003
   17      17.000s    7.109e-003    5.298e-003   -1.812e-003
   18      18.000s    6.091e-003    5.141e-003   -9.507e-004
   19      19.000s    4.099e-003    5.044e-003    9.454e-004
   20      20.000s    1.970e-003    4.986e-003    3.015e-003
   21      21.000s    1.984e-003    4.950e-003    2.965e-003
   22      22.000s    2.996e-003    4.928e-003    1.932e-003
   23      23.000s    2.552e-003    4.914e-003    2.362e-003
   24      24.000s    1.469e-003    4.906e-003    3.437e-003
   25      25.000s    1.977e-003    4.901e-003    2.923e-003
   26      26.000s    3.381e-003    4.898e-003    1.517e-003
   27      27.000s    3.501e-003    4.896e-003    1.394e-003
   28      28.000s    2.758e-003    4.894e-003    2.136e-003
   29      29.000s    3.249e-003    4.894e-003    1.645e-003
   30      30.000s    5.170e-003    4.893e-003   -2.772e-004

============================================================

