SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/620/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 162 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.409e+000    8.801e-003  
T     =       2.998s      138.210s  

RSS   =   2.798e-003
SD    =   9.657e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.018e+000    1.828e-002
    2       2.000s    7.518e-001    7.319e-001   -1.989e-002
    3       3.000s    5.458e-001    5.267e-001   -1.910e-002
    4       4.000s    3.905e-001    3.797e-001   -1.081e-002
    5       5.000s    2.649e-001    2.744e-001    9.519e-003
    6       6.000s    1.751e-001    1.989e-001    2.385e-002
    7       7.000s    1.266e-001    1.448e-001    1.822e-002
    8       8.000s    9.885e-002    1.061e-001    7.222e-003
    9       9.000s    7.332e-002    7.828e-002    4.963e-003
   10      10.000s    5.519e-002    5.836e-002    3.172e-003
   11      11.000s    5.018e-002    4.407e-002   -6.104e-003
   12      12.000s    4.684e-002    3.382e-002   -1.302e-002
   13      13.000s    3.610e-002    2.646e-002   -9.641e-003
   14      14.000s    2.594e-002    2.117e-002   -4.771e-003
   15      15.000s    2.374e-002    1.736e-002   -6.380e-003
   16      16.000s    2.256e-002    1.462e-002   -7.936e-003
   17      17.000s    1.612e-002    1.264e-002   -3.476e-003
   18      18.000s    1.065e-002    1.121e-002    5.527e-004
   19      19.000s    1.137e-002    1.016e-002   -1.203e-003
   20      20.000s    1.207e-002    9.402e-003   -2.667e-003
   21      21.000s    7.809e-003    8.840e-003    1.031e-003
   22      22.000s    4.349e-003    8.423e-003    4.074e-003
   23      23.000s    6.326e-003    8.108e-003    1.783e-003
   24      24.000s    8.334e-003    7.868e-003   -4.651e-004
   25      25.000s    5.879e-003    7.682e-003    1.802e-003
   26      26.000s    3.726e-003    7.533e-003    3.807e-003
   27      27.000s    5.770e-003    7.412e-003    1.642e-003
   28      28.000s    7.394e-003    7.311e-003   -8.362e-005
   29      29.000s    5.042e-003    7.224e-003    2.182e-003
   30      30.000s    3.259e-003    7.147e-003    3.888e-003

============================================================

