SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/780/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 254 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.857e+000    1.692e-002  
T     =       1.679s       36.832s  

RSS   =   2.644e-002
SD    =   2.969e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.040e+000    3.983e-002
    2       2.000s    6.890e-001    5.800e-001   -1.089e-001
    3       3.000s    3.217e-001    3.265e-001    4.796e-003
    4       4.000s    9.778e-002    1.865e-001    8.873e-002
    5       5.000s    5.332e-002    1.092e-001    5.589e-002
    6       6.000s    7.334e-002    6.642e-002   -6.918e-003
    7       7.000s    6.357e-002    4.268e-002   -2.089e-002
    8       8.000s    3.556e-002    2.943e-002   -6.128e-003
    9       9.000s    3.012e-002    2.197e-002   -8.149e-003
   10      10.000s    3.892e-002    1.770e-002   -2.122e-002
   11      11.000s    3.362e-002    1.520e-002   -1.842e-002
   12      12.000s    1.879e-002    1.368e-002   -5.114e-003
   13      13.000s    1.546e-002    1.270e-002   -2.769e-003
   14      14.000s    2.168e-002    1.202e-002   -9.662e-003
   15      15.000s    2.202e-002    1.151e-002   -1.051e-002
   16      16.000s    1.690e-002    1.110e-002   -5.807e-003
   17      17.000s    1.574e-002    1.074e-002   -5.003e-003
   18      18.000s    1.562e-002    1.042e-002   -5.194e-003
   19      19.000s    9.081e-003    1.013e-002    1.046e-003
   20      20.000s    1.712e-003    9.845e-003    8.133e-003
   21      21.000s    2.634e-003    9.576e-003    6.942e-003
   22      22.000s    7.265e-003    9.317e-003    2.052e-003
   23      23.000s    6.074e-003    9.066e-003    2.992e-003
   24      24.000s    1.745e-003    8.822e-003    7.077e-003
   25      25.000s    2.490e-003    8.585e-003    6.096e-003
   26      26.000s    6.218e-003    8.355e-003    2.137e-003
   27      27.000s    5.664e-003    8.131e-003    2.467e-003
   28      28.000s    2.594e-003    7.913e-003    5.319e-003
   29      29.000s    3.671e-003    7.701e-003    4.031e-003
   30      30.000s    7.747e-003    7.495e-003   -2.518e-004

============================================================

