SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/550/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 280 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.410e+000    8.974e-003  
T     =       2.949s      100.983s  

RSS   =   3.243e-003
SD    =   1.040e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.013e+000    1.348e-002
    2       2.000s    7.324e-001    7.245e-001   -7.944e-003
    3       3.000s    5.369e-001    5.186e-001   -1.830e-002
    4       4.000s    3.943e-001    3.718e-001   -2.250e-002
    5       5.000s    2.631e-001    2.673e-001    4.177e-003
    6       6.000s    1.649e-001    1.928e-001    2.785e-002
    7       7.000s    1.195e-001    1.397e-001    2.017e-002
    8       8.000s    9.578e-002    1.018e-001    6.060e-003
    9       9.000s    6.609e-002    7.486e-002    8.765e-003
   10      10.000s    4.521e-002    5.561e-002    1.040e-002
   11      11.000s    4.603e-002    4.187e-002   -4.156e-003
   12      12.000s    4.778e-002    3.206e-002   -1.571e-002
   13      13.000s    3.431e-002    2.506e-002   -9.250e-003
   14      14.000s    2.159e-002    2.004e-002   -1.546e-003
   15      15.000s    2.351e-002    1.645e-002   -7.067e-003
   16      16.000s    2.614e-002    1.387e-002   -1.228e-002
   17      17.000s    1.707e-002    1.200e-002   -5.061e-003
   18      18.000s    8.524e-003    1.066e-002    2.135e-003
   19      19.000s    1.150e-002    9.679e-003   -1.818e-003
   20      20.000s    1.483e-002    8.960e-003   -5.869e-003
   21      21.000s    8.534e-003    8.428e-003   -1.059e-004
   22      22.000s    2.785e-003    8.028e-003    5.243e-003
   23      23.000s    6.653e-003    7.724e-003    1.071e-003
   24      24.000s    1.062e-002    7.487e-003   -3.136e-003
   25      25.000s    6.128e-003    7.299e-003    1.171e-003
   26      26.000s    1.711e-003    7.146e-003    5.434e-003
   27      27.000s    5.054e-003    7.017e-003    1.963e-003
   28      28.000s    8.189e-003    6.907e-003   -1.282e-003
   29      29.000s    4.286e-003    6.809e-003    2.523e-003
   30      30.000s    9.869e-004    6.721e-003    5.734e-003

============================================================

