SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/160/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.293e+000    -2.475e-001  
T     =       3.683s        5.871s  

RSS   =   1.365e-001
SD    =   6.745e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    7.770e-001   -2.230e-001
    2       2.000s    7.934e-001    5.753e-001   -2.181e-001
    3       3.000s    4.731e-001    4.242e-001   -4.881e-002
    4       4.000s    2.161e-001    3.113e-001    9.522e-002
    5       5.000s    1.053e-001    2.271e-001    1.219e-001
    6       6.000s    8.122e-002    1.646e-001    8.334e-002
    7       7.000s    5.890e-002    1.182e-001    5.930e-002
    8       8.000s    2.763e-002    8.400e-002    5.637e-002
    9       9.000s    1.770e-002    5.889e-002    4.119e-002
   10      10.000s    2.724e-002    4.055e-002    1.330e-002
   11      11.000s    2.844e-002    2.725e-002   -1.184e-003
   12      12.000s    1.668e-002    1.769e-002    1.010e-003
   13      13.000s    1.029e-002    1.088e-002    5.885e-004
   14      14.000s    1.346e-002    6.101e-003   -7.361e-003
   15      15.000s    1.320e-002    2.800e-003   -1.040e-002
   16      16.000s    6.795e-003    5.745e-004   -6.221e-003
   17      17.000s    4.546e-003    -8.779e-004   -5.424e-003
   18      18.000s    7.893e-003    -1.779e-003   -9.672e-003
   19      19.000s    7.624e-003    -2.292e-003   -9.916e-003
   20      20.000s    2.554e-003    -2.536e-003   -5.090e-003
   21      21.000s    9.698e-004    -2.599e-003   -3.569e-003
   22      22.000s    4.112e-003    -2.542e-003   -6.654e-003
   23      23.000s    4.698e-003    -2.411e-003   -7.109e-003
   24      24.000s    1.584e-003    -2.237e-003   -3.821e-003
   25      25.000s    1.227e-003    -2.042e-003   -3.269e-003
   26      26.000s    4.516e-003    -1.841e-003   -6.357e-003
   27      27.000s    5.384e-003    -1.642e-003   -7.027e-003
   28      28.000s    2.871e-003    -1.454e-003   -4.325e-003
   29      29.000s    2.687e-003    -1.279e-003   -3.966e-003
   30      30.000s    6.186e-003    -1.118e-003   -7.305e-003

============================================================

