SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/260/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 136 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.433e+000    8.416e-003  
T     =       2.870s      265.198s  

RSS   =   3.492e-003
SD    =   1.079e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.020e+000    2.008e-002
    2       2.000s    7.440e-001    7.224e-001   -2.156e-002
    3       3.000s    5.341e-001    5.123e-001   -2.179e-002
    4       4.000s    3.755e-001    3.640e-001   -1.148e-002
    5       5.000s    2.495e-001    2.593e-001    9.860e-003
    6       6.000s    1.616e-001    1.854e-001    2.387e-002
    7       7.000s    1.136e-001    1.333e-001    1.971e-002
    8       8.000s    8.535e-002    9.644e-002    1.109e-002
    9       9.000s    6.167e-002    7.044e-002    8.764e-003
   10      10.000s    4.676e-002    5.208e-002    5.315e-003
   11      11.000s    4.319e-002    3.911e-002   -4.079e-003
   12      12.000s    4.052e-002    2.995e-002   -1.057e-002
   13      13.000s    3.290e-002    2.347e-002   -9.426e-003
   14      14.000s    2.740e-002    1.890e-002   -8.508e-003
   15      15.000s    2.761e-002    1.565e-002   -1.196e-002
   16      16.000s    2.596e-002    1.336e-002   -1.260e-002
   17      17.000s    1.857e-002    1.173e-002   -6.838e-003
   18      18.000s    1.236e-002    1.057e-002   -1.793e-003
   19      19.000s    1.170e-002    9.745e-003   -1.952e-003
   20      20.000s    1.122e-002    9.153e-003   -2.069e-003
   21      21.000s    7.438e-003    8.727e-003    1.289e-003
   22      22.000s    5.017e-003    8.418e-003    3.400e-003
   23      23.000s    6.639e-003    8.191e-003    1.552e-003
   24      24.000s    7.542e-003    8.022e-003    4.800e-004
   25      25.000s    4.989e-003    7.895e-003    2.905e-003
   26      26.000s    3.249e-003    7.796e-003    4.547e-003
   27      27.000s    4.860e-003    7.719e-003    2.859e-003
   28      28.000s    6.001e-003    7.655e-003    1.654e-003
   29      29.000s    4.383e-003    7.602e-003    3.220e-003
   30      30.000s    3.280e-003    7.557e-003    4.276e-003

============================================================

