SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/690/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.421e+000    5.780e-003  
T     =       3.063s    60762045915767.828s  

RSS   =   5.995e-003
SD    =   1.414e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.031e+000    3.110e-002
    2       2.000s    7.771e-001    7.455e-001   -3.156e-002
    3       3.000s    5.704e-001    5.395e-001   -3.094e-002
    4       4.000s    4.070e-001    3.908e-001   -1.623e-002
    5       5.000s    2.750e-001    2.836e-001    8.521e-003
    6       6.000s    1.793e-001    2.062e-001    2.686e-002
    7       7.000s    1.242e-001    1.504e-001    2.612e-002
    8       8.000s    9.214e-002    1.101e-001    1.795e-002
    9       9.000s    6.633e-002    8.104e-002    1.471e-002
   10      10.000s    4.967e-002    6.008e-002    1.040e-002
   11      11.000s    4.552e-002    4.495e-002   -5.646e-004
   12      12.000s    4.311e-002    3.404e-002   -9.064e-003
   13      13.000s    3.462e-002    2.617e-002   -8.447e-003
   14      14.000s    2.729e-002    2.049e-002   -6.800e-003
   15      15.000s    2.708e-002    1.639e-002   -1.069e-002
   16      16.000s    2.676e-002    1.344e-002   -1.332e-002
   17      17.000s    2.025e-002    1.130e-002   -8.949e-003
   18      18.000s    1.373e-002    9.766e-003   -3.960e-003
   19      19.000s    1.302e-002    8.656e-003   -4.365e-003
   20      20.000s    1.318e-002    7.855e-003   -5.323e-003
   21      21.000s    9.209e-003    7.277e-003   -1.932e-003
   22      22.000s    5.467e-003    6.860e-003    1.393e-003
   23      23.000s    6.170e-003    6.559e-003    3.899e-004
   24      24.000s    7.154e-003    6.342e-003   -8.119e-004
   25      25.000s    4.573e-003    6.186e-003    1.613e-003
   26      26.000s    2.240e-003    6.073e-003    3.833e-003
   27      27.000s    3.555e-003    5.992e-003    2.436e-003
   28      28.000s    4.914e-003    5.933e-003    1.018e-003
   29      29.000s    3.266e-003    5.890e-003    2.625e-003
   30      30.000s    1.876e-003    5.860e-003    3.983e-003

============================================================

