SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/900/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 267 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.258e+000    6.238e-001  
T     =       1.677s        1.677s  

RSS   =   2.214e-002
SD    =   2.716e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.037e+000    3.683e-002
    2       2.000s    6.715e-001    5.711e-001   -1.003e-001
    3       3.000s    3.088e-001    3.146e-001    5.824e-003
    4       4.000s    9.655e-002    1.733e-001    7.673e-002
    5       5.000s    4.763e-002    9.545e-002    4.782e-002
    6       6.000s    5.197e-002    5.258e-002    6.040e-004
    7       7.000s    3.699e-002    2.896e-002   -8.024e-003
    8       8.000s    1.821e-002    1.595e-002   -2.257e-003
    9       9.000s    2.110e-002    8.788e-003   -1.231e-002
   10      10.000s    2.962e-002    4.841e-003   -2.478e-002
   11      11.000s    2.369e-002    2.666e-003   -2.102e-002
   12      12.000s    1.353e-002    1.469e-003   -1.207e-002
   13      13.000s    1.400e-002    8.090e-004   -1.320e-002
   14      14.000s    1.782e-002    4.456e-004   -1.737e-002
   15      15.000s    1.389e-002    2.455e-004   -1.365e-002
   16      16.000s    8.018e-003    1.352e-004   -7.883e-003
   17      17.000s    8.489e-003    7.448e-005   -8.414e-003
   18      18.000s    9.878e-003    4.103e-005   -9.837e-003
   19      19.000s    5.596e-003    2.260e-005   -5.573e-003
   20      20.000s    1.273e-003    1.245e-005   -1.260e-003
   21      21.000s    3.093e-003    6.857e-006   -3.086e-003
   22      22.000s    5.771e-003    3.777e-006   -5.767e-003
   23      23.000s    3.255e-003    2.080e-006   -3.253e-003
   24      24.000s    4.069e-005    1.146e-006   -3.954e-005
   25      25.000s    1.769e-003    6.312e-007   -1.768e-003
   26      26.000s    4.628e-003    3.477e-007   -4.628e-003
   27      27.000s    3.459e-003    1.915e-007   -3.459e-003
   28      28.000s    1.542e-003    1.055e-007   -1.542e-003
   29      29.000s    3.629e-003    5.811e-008   -3.629e-003
   30      30.000s    7.035e-003    3.201e-008   -7.035e-003

============================================================

