SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/320/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 407 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.317e+000    6.127e-002  
T     =       3.106s       14.867s  

RSS   =   1.487e-003
SD    =   7.041e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.012e+000    1.168e-002
    2       2.000s    7.574e-001    7.452e-001   -1.220e-002
    3       3.000s    5.659e-001    5.513e-001   -1.459e-002
    4       4.000s    4.176e-001    4.101e-001   -7.472e-003
    5       5.000s    2.963e-001    3.070e-001    1.077e-002
    6       6.000s    2.131e-001    2.317e-001    1.866e-002
    7       7.000s    1.670e-001    1.765e-001    9.497e-003
    8       8.000s    1.342e-001    1.360e-001    1.782e-003
    9       9.000s    1.029e-001    1.061e-001    3.160e-003
   10      10.000s    8.293e-002    8.390e-002    9.777e-004
   11      11.000s    7.564e-002    6.738e-002   -8.265e-003
   12      12.000s    6.664e-002    5.498e-002   -1.166e-002
   13      13.000s    5.122e-002    4.559e-002   -5.628e-003
   14      14.000s    4.050e-002    3.841e-002   -2.084e-003
   15      15.000s    3.814e-002    3.286e-002   -5.284e-003
   16      16.000s    3.405e-002    2.851e-002   -5.537e-003
   17      17.000s    2.467e-002    2.505e-002    3.861e-004
   18      18.000s    1.894e-002    2.226e-002    3.323e-003
   19      19.000s    1.998e-002    1.997e-002   -1.258e-005
   20      20.000s    1.941e-002    1.806e-002   -1.349e-003
   21      21.000s    1.379e-002    1.644e-002    2.650e-003
   22      22.000s    1.030e-002    1.505e-002    4.758e-003
   23      23.000s    1.200e-002    1.384e-002    1.839e-003
   24      24.000s    1.261e-002    1.277e-002    1.683e-004
   25      25.000s    9.347e-003    1.182e-002    2.473e-003
   26      26.000s    7.709e-003    1.096e-002    3.254e-003
   27      27.000s    9.768e-003    1.019e-002    4.185e-004
   28      28.000s    1.036e-002    9.477e-003   -8.816e-004
   29      29.000s    7.864e-003    8.827e-003    9.625e-004
   30      30.000s    7.249e-003    8.228e-003    9.791e-004

============================================================

