SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/100/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.401e+000    3.996e-003  
T     =       3.249s    33462216568499.051s  

RSS   =   5.913e-003
SD    =   1.404e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.034e+000    3.417e-002
    2       2.000s    7.936e-001    7.612e-001   -3.242e-002
    3       3.000s    5.882e-001    5.606e-001   -2.757e-002
    4       4.000s    4.338e-001    4.131e-001   -2.069e-002
    5       5.000s    3.070e-001    3.047e-001   -2.232e-003
    6       6.000s    2.030e-001    2.251e-001    2.210e-002
    7       7.000s    1.384e-001    1.665e-001    2.810e-002
    8       8.000s    1.049e-001    1.234e-001    1.850e-002
    9       9.000s    7.753e-002    9.179e-002    1.426e-002
   10      10.000s    5.278e-002    6.853e-002    1.575e-002
   11      11.000s    4.235e-002    5.143e-002    9.080e-003
   12      12.000s    4.147e-002    3.886e-002   -2.613e-003
   13      13.000s    3.498e-002    2.962e-002   -5.358e-003
   14      14.000s    2.415e-002    2.283e-002   -1.315e-003
   15      15.000s    2.089e-002    1.784e-002   -3.046e-003
   16      16.000s    2.338e-002    1.417e-002   -9.210e-003
   17      17.000s    2.049e-002    1.148e-002   -9.017e-003
   18      18.000s    1.329e-002    9.495e-003   -3.799e-003
   19      19.000s    1.144e-002    8.038e-003   -3.406e-003
   20      20.000s    1.391e-002    6.967e-003   -6.947e-003
   21      21.000s    1.199e-002    6.180e-003   -5.806e-003
   22      22.000s    6.515e-003    5.601e-003   -9.140e-004
   23      23.000s    5.358e-003    5.176e-003   -1.820e-004
   24      24.000s    7.853e-003    4.863e-003   -2.990e-003
   25      25.000s    7.130e-003    4.633e-003   -2.497e-003
   26      26.000s    3.930e-003    4.464e-003    5.339e-004
   27      27.000s    4.200e-003    4.340e-003    1.402e-004
   28      28.000s    6.668e-003    4.249e-003   -2.420e-003
   29      29.000s    5.710e-003    4.182e-003   -1.528e-003
   30      30.000s    2.812e-003    4.132e-003    1.321e-003

============================================================

