SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/250/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 152 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.423e+000    3.493e-003  
T     =       3.132s      268.093s  

RSS   =   7.968e-003
SD    =   1.630e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.037e+000    3.737e-002
    2       2.000s    7.922e-001    7.548e-001   -3.741e-002
    3       3.000s    5.815e-001    5.494e-001   -3.211e-002
    4       4.000s    4.220e-001    4.002e-001   -2.180e-002
    5       5.000s    2.904e-001    2.917e-001    1.352e-003
    6       6.000s    1.834e-001    2.129e-001    2.954e-002
    7       7.000s    1.206e-001    1.556e-001    3.508e-002
    8       8.000s    9.260e-002    1.140e-001    2.142e-002
    9       9.000s    6.969e-002    8.377e-002    1.408e-002
   10      10.000s    4.706e-002    6.178e-002    1.473e-002
   11      11.000s    3.919e-002    4.580e-002    6.615e-003
   12      12.000s    4.201e-002    3.419e-002   -7.825e-003
   13      13.000s    3.748e-002    2.574e-002   -1.174e-002
   14      14.000s    2.595e-002    1.961e-002   -6.340e-003
   15      15.000s    2.183e-002    1.514e-002   -6.692e-003
   16      16.000s    2.430e-002    1.189e-002   -1.241e-002
   17      17.000s    2.028e-002    9.530e-003   -1.075e-002
   18      18.000s    1.064e-002    7.809e-003   -2.830e-003
   19      19.000s    7.650e-003    6.555e-003   -1.094e-003
   20      20.000s    1.110e-002    5.641e-003   -5.460e-003
   21      21.000s    9.850e-003    4.973e-003   -4.877e-003
   22      22.000s    3.598e-003    4.485e-003    8.869e-004
   23      23.000s    2.138e-003    4.126e-003    1.989e-003
   24      24.000s    5.829e-003    3.863e-003   -1.966e-003
   25      25.000s    5.947e-003    3.668e-003   -2.279e-003
   26      26.000s    2.115e-003    3.523e-003    1.408e-003
   27      27.000s    1.884e-003    3.415e-003    1.531e-003
   28      28.000s    5.106e-003    3.333e-003   -1.773e-003
   29      29.000s    4.834e-003    3.271e-003   -1.563e-003
   30      30.000s    1.631e-003    3.222e-003    1.590e-003

============================================================

