SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/890/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 146 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.433e+000    6.643e-003  
T     =       2.912s      428.806s  

RSS   =   4.653e-003
SD    =   1.245e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.023e+000    2.298e-002
    2       2.000s    7.516e-001    7.276e-001   -2.403e-002
    3       3.000s    5.377e-001    5.180e-001   -1.962e-002
    4       4.000s    3.876e-001    3.694e-001   -1.822e-002
    5       5.000s    2.621e-001    2.639e-001    1.785e-003
    6       6.000s    1.620e-001    1.891e-001    2.715e-002
    7       7.000s    1.085e-001    1.360e-001    2.756e-002
    8       8.000s    8.584e-002    9.839e-002    1.255e-002
    9       9.000s    6.331e-002    7.167e-002    8.367e-003
   10      10.000s    4.179e-002    5.272e-002    1.093e-002
   11      11.000s    3.614e-002    3.927e-002    3.131e-003
   12      12.000s    3.812e-002    2.972e-002   -8.396e-003
   13      13.000s    3.187e-002    2.295e-002   -8.922e-003
   14      14.000s    2.370e-002    1.814e-002   -5.569e-003
   15      15.000s    2.609e-002    1.472e-002   -1.138e-002
   16      16.000s    3.066e-002    1.229e-002   -1.837e-002
   17      17.000s    2.379e-002    1.056e-002   -1.322e-002
   18      18.000s    1.243e-002    9.334e-003   -3.091e-003
   19      19.000s    1.029e-002    8.458e-003   -1.833e-003
   20      20.000s    1.296e-002    7.832e-003   -5.126e-003
   21      21.000s    8.924e-003    7.384e-003   -1.541e-003
   22      22.000s    2.114e-003    7.062e-003    4.947e-003
   23      23.000s    2.605e-003    6.829e-003    4.223e-003
   24      24.000s    6.641e-003    6.659e-003    1.832e-005
   25      25.000s    5.081e-003    6.535e-003    1.454e-003
   26      26.000s    1.333e-003    6.442e-003    5.110e-003
   27      27.000s    3.269e-003    6.373e-003    3.104e-003
   28      28.000s    6.991e-003    6.319e-003   -6.720e-004
   29      29.000s    4.954e-003    6.277e-003    1.322e-003
   30      30.000s    9.934e-004    6.242e-003    5.249e-003

============================================================

