SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/70/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 348 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.414e+000    1.530e-002  
T     =       2.938s       43.021s  

RSS   =   2.722e-003
SD    =   9.525e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.021e+000    2.109e-002
    2       2.000s    7.589e-001    7.305e-001   -2.840e-002
    3       3.000s    5.420e-001    5.236e-001   -1.836e-002
    4       4.000s    3.769e-001    3.764e-001   -5.892e-004
    5       5.000s    2.594e-001    2.715e-001    1.206e-002
    6       6.000s    1.791e-001    1.968e-001    1.767e-002
    7       7.000s    1.279e-001    1.435e-001    1.568e-002
    8       8.000s    9.638e-002    1.056e-001    9.202e-003
    9       9.000s    7.555e-002    7.850e-002    2.949e-003
   10      10.000s    6.077e-002    5.915e-002   -1.622e-003
   11      11.000s    5.071e-002    4.530e-002   -5.407e-003
   12      12.000s    4.327e-002    3.538e-002   -7.888e-003
   13      13.000s    3.616e-002    2.825e-002   -7.914e-003
   14      14.000s    2.970e-002    2.310e-002   -6.597e-003
   15      15.000s    2.540e-002    1.937e-002   -6.025e-003
   16      16.000s    2.267e-002    1.665e-002   -6.016e-003
   17      17.000s    1.951e-002    1.465e-002   -4.867e-003
   18      18.000s    1.566e-002    1.316e-002   -2.498e-003
   19      19.000s    1.248e-002    1.204e-002   -4.424e-004
   20      20.000s    1.050e-002    1.118e-002    6.754e-004
   21      21.000s    9.047e-003    1.050e-002    1.457e-003
   22      22.000s    7.957e-003    9.967e-003    2.010e-003
   23      23.000s    7.629e-003    9.528e-003    1.900e-003
   24      24.000s    7.637e-003    9.160e-003    1.523e-003
   25      25.000s    7.091e-003    8.843e-003    1.752e-003
   26      26.000s    6.193e-003    8.564e-003    2.371e-003
   27      27.000s    5.919e-003    8.313e-003    2.394e-003
   28      28.000s    6.292e-003    8.084e-003    1.792e-003
   29      29.000s    6.432e-003    7.871e-003    1.439e-003
   30      30.000s    6.398e-003    7.671e-003    1.273e-003

============================================================

