SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/610/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 129 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.789e+000    -9.777e-004  
T     =       1.928s      311.783s  

RSS   =   4.010e-002
SD    =   3.656e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.064e+000    6.393e-002
    2       2.000s    7.682e-001    6.330e-001   -1.353e-001
    3       3.000s    4.157e-001    3.764e-001   -3.930e-002
    4       4.000s    1.456e-001    2.237e-001    7.803e-002
    5       5.000s    4.590e-002    1.328e-001    8.687e-002
    6       6.000s    4.248e-002    7.865e-002    3.616e-002
    7       7.000s    3.715e-002    4.643e-002    9.286e-003
    8       8.000s    1.699e-002    2.726e-002    1.026e-002
    9       9.000s    1.333e-002    1.584e-002    2.511e-003
   10      10.000s    2.369e-002    9.050e-003   -1.464e-002
   11      11.000s    2.230e-002    5.007e-003   -1.729e-002
   12      12.000s    9.660e-003    2.602e-003   -7.058e-003
   13      13.000s    5.468e-003    1.171e-003   -4.297e-003
   14      14.000s    1.020e-002    3.206e-004   -9.880e-003
   15      15.000s    9.016e-003    -1.845e-004   -9.201e-003
   16      16.000s    2.062e-003    -4.840e-004   -2.546e-003
   17      17.000s    1.553e-003    -6.610e-004   -2.214e-003
   18      18.000s    6.665e-003    -7.652e-004   -7.430e-003
   19      19.000s    6.204e-003    -8.261e-004   -7.030e-003
   20      20.000s    6.227e-004    -8.611e-004   -1.484e-003
   21      21.000s    -3.000e-005    -8.808e-004   -8.508e-004
   22      22.000s    4.208e-003    -8.913e-004   -5.099e-003
   23      23.000s    4.424e-003    -8.964e-004   -5.320e-003
   24      24.000s    3.539e-004    -8.983e-004   -1.252e-003
   25      25.000s    -1.577e-004    -8.982e-004   -7.406e-004
   26      26.000s    3.312e-003    -8.970e-004   -4.209e-003
   27      27.000s    3.908e-003    -8.951e-004   -4.803e-003
   28      28.000s    1.269e-003    -8.929e-004   -2.162e-003
   29      29.000s    1.572e-003    -8.904e-004   -2.462e-003
   30      30.000s    5.280e-003    -8.877e-004   -6.167e-003

============================================================

