SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/590/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 304 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   2.101e+000    3.633e-002  
T     =       1.322s       14.732s  

RSS   =   1.456e-002
SD    =   2.203e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.020e+000    1.986e-002
    2       2.000s    5.702e-001    4.944e-001   -7.572e-002
    3       3.000s    2.032e-001    2.468e-001    4.360e-002
    4       4.000s    6.368e-002    1.296e-001    6.592e-002
    5       5.000s    7.203e-002    7.370e-002    1.679e-003
    6       6.000s    7.582e-002    4.662e-002   -2.919e-002
    7       7.000s    4.194e-002    3.312e-002   -8.818e-003
    8       8.000s    2.548e-002    2.605e-002    5.706e-004
    9       9.000s    3.871e-002    2.204e-002   -1.667e-002
   10      10.000s    4.172e-002    1.952e-002   -2.220e-002
   11      11.000s    2.394e-002    1.773e-002   -6.210e-003
   12      12.000s    1.431e-002    1.633e-002    2.013e-003
   13      13.000s    2.099e-002    1.514e-002   -5.850e-003
   14      14.000s    2.140e-002    1.410e-002   -7.300e-003
   15      15.000s    9.232e-003    1.315e-002    3.917e-003
   16      16.000s    3.274e-003    1.227e-002    9.000e-003
   17      17.000s    8.881e-003    1.146e-002    2.582e-003
   18      18.000s    1.029e-002    1.071e-002    4.133e-004
   19      19.000s    3.062e-003    1.000e-002    6.942e-003
   20      20.000s    6.221e-004    9.347e-003    8.725e-003
   21      21.000s    6.279e-003    8.734e-003    2.454e-003
   22      22.000s    7.722e-003    8.160e-003    4.386e-004
   23      23.000s    2.072e-003    7.625e-003    5.553e-003
   24      24.000s    6.632e-004    7.124e-003    6.461e-003
   25      25.000s    6.150e-003    6.657e-003    5.064e-004
   26      26.000s    7.929e-003    6.220e-003   -1.709e-003
   27      27.000s    3.172e-003    5.812e-003    2.640e-003
   28      28.000s    1.585e-003    5.430e-003    3.845e-003
   29      29.000s    6.317e-003    5.074e-003   -1.243e-003
   30      30.000s    9.096e-003    4.741e-003   -4.355e-003

============================================================

