SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/80/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 429 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.996e+000    3.881e-002  
T     =       1.422s       15.561s  

RSS   =   1.670e-002
SD    =   2.360e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.024e+000    2.449e-002
    2       2.000s    6.064e-001    5.232e-001   -8.320e-002
    3       3.000s    2.439e-001    2.741e-001    3.014e-002
    4       4.000s    7.553e-002    1.498e-001    7.429e-002
    5       5.000s    6.481e-002    8.744e-002    2.264e-002
    6       6.000s    7.790e-002    5.574e-002   -2.216e-002
    7       7.000s    5.666e-002    3.928e-002   -1.739e-002
    8       8.000s    3.587e-002    3.040e-002   -5.468e-003
    9       9.000s    4.024e-002    2.532e-002   -1.491e-002
   10      10.000s    4.539e-002    2.217e-002   -2.321e-002
   11      11.000s    3.315e-002    2.001e-002   -1.314e-002
   12      12.000s    2.044e-002    1.838e-002   -2.060e-003
   13      13.000s    2.103e-002    1.705e-002   -3.990e-003
   14      14.000s    2.281e-002    1.589e-002   -6.924e-003
   15      15.000s    1.583e-002    1.485e-002   -9.802e-004
   16      16.000s    9.787e-003    1.391e-002    4.119e-003
   17      17.000s    1.134e-002    1.303e-002    1.685e-003
   18      18.000s    1.094e-002    1.221e-002    1.275e-003
   19      19.000s    3.249e-003    1.145e-002    8.201e-003
   20      20.000s    -1.571e-003    1.074e-002    1.231e-002
   21      21.000s    2.704e-003    1.007e-002    7.363e-003
   22      22.000s    7.047e-003    9.440e-003    2.393e-003
   23      23.000s    4.482e-003    8.852e-003    4.370e-003
   24      24.000s    1.655e-003    8.301e-003    6.646e-003
   25      25.000s    4.435e-003    7.784e-003    3.349e-003
   26      26.000s    7.214e-003    7.300e-003    8.610e-005
   27      27.000s    5.097e-003    6.845e-003    1.749e-003
   28      28.000s    3.365e-003    6.419e-003    3.054e-003
   29      29.000s    6.711e-003    6.020e-003   -6.910e-004
   30      30.000s    1.074e-002    5.645e-003   -5.097e-003

============================================================

