SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/50/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 156 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.411e+000    9.445e-003  
T     =       2.985s      181.580s  

RSS   =   3.220e-003
SD    =   1.036e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.019e+000    1.877e-002
    2       2.000s    7.497e-001    7.314e-001   -1.831e-002
    3       3.000s    5.500e-001    5.258e-001   -2.418e-002
    4       4.000s    3.899e-001    3.787e-001   -1.118e-002
    5       5.000s    2.597e-001    2.735e-001    1.381e-002
    6       6.000s    1.743e-001    1.982e-001    2.394e-002
    7       7.000s    1.293e-001    1.443e-001    1.504e-002
    8       8.000s    9.765e-002    1.058e-001    8.142e-003
    9       9.000s    6.908e-002    7.820e-002    9.125e-003
   10      10.000s    5.408e-002    5.845e-002    4.371e-003
   11      11.000s    5.154e-002    4.431e-002   -7.233e-003
   12      12.000s    4.577e-002    3.418e-002   -1.159e-002
   13      13.000s    3.394e-002    2.692e-002   -7.024e-003
   14      14.000s    2.787e-002    2.171e-002   -6.160e-003
   15      15.000s    2.904e-002    1.797e-002   -1.107e-002
   16      16.000s    2.626e-002    1.528e-002   -1.097e-002
   17      17.000s    1.767e-002    1.335e-002   -4.321e-003
   18      18.000s    1.317e-002    1.195e-002   -1.217e-003
   19      19.000s    1.466e-002    1.094e-002   -3.724e-003
   20      20.000s    1.356e-002    1.020e-002   -3.362e-003
   21      21.000s    8.218e-003    9.657e-003    1.438e-003
   22      22.000s    6.184e-003    9.257e-003    3.072e-003
   23      23.000s    8.578e-003    8.958e-003    3.799e-004
   24      24.000s    8.309e-003    8.731e-003    4.218e-004
   25      25.000s    4.385e-003    8.556e-003    4.171e-003
   26      26.000s    3.281e-003    8.418e-003    5.137e-003
   27      27.000s    5.756e-003    8.307e-003    2.550e-003
   28      28.000s    5.942e-003    8.215e-003    2.272e-003
   29      29.000s    3.588e-003    8.136e-003    4.549e-003
   30      30.000s    4.292e-003    8.068e-003    3.776e-003

============================================================

