SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/640/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 308 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.398e+000    5.289e-003  
T     =       3.125s      279.092s  

RSS   =   3.538e-003
SD    =   1.086e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.021e+000    2.075e-002
    2       2.000s    7.643e-001    7.426e-001   -2.170e-002
    3       3.000s    5.576e-001    5.407e-001   -1.694e-002
    4       4.000s    4.093e-001    3.940e-001   -1.527e-002
    5       5.000s    2.866e-001    2.875e-001    9.963e-004
    6       6.000s    1.876e-001    2.102e-001    2.262e-002
    7       7.000s    1.296e-001    1.540e-001    2.440e-002
    8       8.000s    1.009e-001    1.133e-001    1.236e-002
    9       9.000s    7.601e-002    8.363e-002    7.623e-003
   10      10.000s    5.416e-002    6.211e-002    7.953e-003
   11      11.000s    4.661e-002    4.648e-002   -1.296e-004
   12      12.000s    4.653e-002    3.513e-002   -1.140e-002
   13      13.000s    3.978e-002    2.688e-002   -1.291e-002
   14      14.000s    2.969e-002    2.088e-002   -8.812e-003
   15      15.000s    2.648e-002    1.652e-002   -9.954e-003
   16      16.000s    2.553e-002    1.335e-002   -1.218e-002
   17      17.000s    1.746e-002    1.105e-002   -6.410e-003
   18      18.000s    7.604e-003    9.366e-003    1.762e-003
   19      19.000s    6.158e-003    8.141e-003    1.983e-003
   20      20.000s    9.119e-003    7.247e-003   -1.872e-003
   21      21.000s    6.762e-003    6.593e-003   -1.689e-004
   22      22.000s    1.711e-003    6.113e-003    4.403e-003
   23      23.000s    2.249e-003    5.760e-003    3.511e-003
   24      24.000s    5.924e-003    5.499e-003   -4.251e-004
   25      25.000s    5.118e-003    5.305e-003    1.868e-004
   26      26.000s    1.752e-003    5.159e-003    3.407e-003
   27      27.000s    2.397e-003    5.048e-003    2.651e-003
   28      28.000s    5.160e-003    4.963e-003   -1.961e-004
   29      29.000s    4.272e-003    4.897e-003    6.251e-004
   30      30.000s    1.705e-003    4.844e-003    3.140e-003

============================================================

