SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/330/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 191 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.560e+000    7.467e-002  
T     =       2.168s        2.168s  

RSS   =   1.160e-002
SD    =   1.967e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.031e+000    3.069e-002
    2       2.000s    7.037e-001    6.499e-001   -5.382e-002
    3       3.000s    4.363e-001    4.098e-001   -2.651e-002
    4       4.000s    2.485e-001    2.584e-001    9.924e-003
    5       5.000s    1.263e-001    1.629e-001    3.658e-002
    6       6.000s    5.562e-002    1.027e-001    4.710e-002
    7       7.000s    3.371e-002    6.477e-002    3.107e-002
    8       8.000s    4.064e-002    4.084e-002    1.998e-004
    9       9.000s    4.396e-002    2.575e-002   -1.821e-002
   10      10.000s    3.382e-002    1.624e-002   -1.758e-002
   11      11.000s    2.529e-002    1.024e-002   -1.505e-002
   12      12.000s    2.579e-002    6.456e-003   -1.933e-002
   13      13.000s    2.475e-002    4.071e-003   -2.068e-002
   14      14.000s    1.645e-002    2.567e-003   -1.388e-002
   15      15.000s    9.592e-003    1.618e-003   -7.973e-003
   16      16.000s    9.312e-003    1.020e-003   -8.291e-003
   17      17.000s    8.649e-003    6.434e-004   -8.006e-003
   18      18.000s    3.563e-003    4.057e-004   -3.157e-003
   19      19.000s    4.715e-004    2.558e-004   -2.157e-004
   20      20.000s    3.116e-003    1.613e-004   -2.955e-003
   21      21.000s    5.515e-003    1.017e-004   -5.413e-003
   22      22.000s    3.609e-003    6.413e-005   -3.545e-003
   23      23.000s    2.116e-003    4.044e-005   -2.076e-003
   24      24.000s    4.457e-003    2.550e-005   -4.432e-003
   25      25.000s    6.386e-003    1.608e-005   -6.370e-003
   26      26.000s    4.851e-003    1.014e-005   -4.841e-003
   27      27.000s    3.837e-003    6.392e-006   -3.831e-003
   28      28.000s    6.395e-003    4.030e-006   -6.391e-003
   29      29.000s    9.206e-003    2.541e-006   -9.203e-003
   30      30.000s    9.816e-003    1.602e-006   -9.814e-003

============================================================

