SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/40/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.440e+000    6.409e-003  
T     =       2.947s    11441680865135.293s  

RSS   =   5.264e-003
SD    =   1.325e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.032e+000    3.209e-002
    2       2.000s    7.786e-001    7.370e-001   -4.166e-002
    3       3.000s    5.534e-001    5.268e-001   -2.660e-002
    4       4.000s    3.790e-001    3.770e-001   -2.002e-003
    5       5.000s    2.566e-001    2.704e-001    1.379e-002
    6       6.000s    1.730e-001    1.944e-001    2.147e-002
    7       7.000s    1.192e-001    1.403e-001    2.118e-002
    8       8.000s    8.630e-002    1.018e-001    1.550e-002
    9       9.000s    6.527e-002    7.435e-002    9.079e-003
   10      10.000s    5.154e-002    5.480e-002    3.255e-003
   11      11.000s    4.354e-002    4.088e-002   -2.661e-003
   12      12.000s    3.807e-002    3.096e-002   -7.116e-003
   13      13.000s    3.211e-002    2.389e-002   -8.216e-003
   14      14.000s    2.626e-002    1.886e-002   -7.400e-003
   15      15.000s    2.243e-002    1.528e-002   -7.148e-003
   16      16.000s    1.988e-002    1.273e-002   -7.152e-003
   17      17.000s    1.681e-002    1.091e-002   -5.905e-003
   18      18.000s    1.354e-002    9.614e-003   -3.924e-003
   19      19.000s    1.131e-002    8.692e-003   -2.616e-003
   20      20.000s    9.830e-003    8.035e-003   -1.795e-003
   21      21.000s    8.257e-003    7.567e-003   -6.898e-004
   22      22.000s    7.017e-003    7.234e-003    2.166e-004
   23      23.000s    6.700e-003    6.997e-003    2.963e-004
   24      24.000s    6.618e-003    6.827e-003    2.097e-004
   25      25.000s    6.058e-003    6.707e-003    6.487e-004
   26      26.000s    5.509e-003    6.621e-003    1.112e-003
   27      27.000s    5.408e-003    6.560e-003    1.153e-003
   28      28.000s    5.209e-003    6.517e-003    1.307e-003
   29      29.000s    4.702e-003    6.486e-003    1.783e-003
   30      30.000s    4.656e-003    6.464e-003    1.808e-003

============================================================

