SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/200/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.961e+000    3.152e-003  
T     =       1.588s    21815062468923.793s  

RSS   =   3.793e-002
SD    =   3.556e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.048e+000    4.806e-002
    2       2.000s    6.914e-001    5.599e-001   -1.315e-001
    3       3.000s    2.985e-001    2.998e-001    1.275e-003
    4       4.000s    5.588e-002    1.612e-001    1.053e-001
    5       5.000s    1.348e-002    8.737e-002    7.388e-002
    6       6.000s    4.326e-002    4.802e-002    4.767e-003
    7       7.000s    3.886e-002    2.706e-002   -1.180e-002
    8       8.000s    1.510e-002    1.589e-002    7.943e-004
    9       9.000s    1.714e-002    9.939e-003   -7.199e-003
   10      10.000s    3.195e-002    6.768e-003   -2.518e-002
   11      11.000s    2.722e-002    5.079e-003   -2.214e-002
   12      12.000s    1.169e-002    4.178e-003   -7.507e-003
   13      13.000s    9.916e-003    3.699e-003   -6.217e-003
   14      14.000s    1.611e-002    3.443e-003   -1.266e-002
   15      15.000s    1.178e-002    3.307e-003   -8.476e-003
   16      16.000s    2.353e-003    3.234e-003    8.810e-004
   17      17.000s    3.031e-003    3.196e-003    1.652e-004
   18      18.000s    8.679e-003    3.175e-003   -5.504e-003
   19      19.000s    5.894e-003    3.164e-003   -2.729e-003
   20      20.000s    -8.719e-004    3.158e-003    4.030e-003
   21      21.000s    3.039e-004    3.155e-003    2.851e-003
   22      22.000s    5.615e-003    3.154e-003   -2.461e-003
   23      23.000s    4.364e-003    3.153e-003   -1.212e-003
   24      24.000s    -3.120e-004    3.152e-003    3.464e-003
   25      25.000s    9.815e-004    3.152e-003    2.170e-003
   26      26.000s    5.335e-003    3.152e-003   -2.183e-003
   27      27.000s    4.232e-003    3.152e-003   -1.081e-003
   28      28.000s    4.246e-004    3.152e-003    2.727e-003
   29      29.000s    1.999e-003    3.152e-003    1.153e-003
   30      30.000s    6.858e-003    3.152e-003   -3.707e-003

============================================================

