SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/920/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 272 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.428e+000    1.185e-002  
T     =       2.911s       79.138s  

RSS   =   3.920e-003
SD    =   1.143e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.024e+000    2.445e-002
    2       2.000s    7.621e-001    7.299e-001   -3.221e-002
    3       3.000s    5.380e-001    5.209e-001   -1.711e-002
    4       4.000s    3.790e-001    3.727e-001   -6.350e-003
    5       5.000s    2.618e-001    2.675e-001    5.710e-003
    6       6.000s    1.713e-001    1.928e-001    2.147e-002
    7       7.000s    1.161e-001    1.398e-001    2.371e-002
    8       8.000s    9.005e-002    1.022e-001    1.214e-002
    9       9.000s    7.114e-002    7.547e-002    4.325e-003
   10      10.000s    5.232e-002    5.647e-002    4.155e-003
   11      11.000s    4.250e-002    4.296e-002    4.602e-004
   12      12.000s    4.104e-002    3.334e-002   -7.704e-003
   13      13.000s    3.681e-002    2.648e-002   -1.033e-002
   14      14.000s    2.900e-002    2.158e-002   -7.419e-003
   15      15.000s    2.647e-002    1.807e-002   -8.405e-003
   16      16.000s    2.844e-002    1.554e-002   -1.290e-002
   17      17.000s    2.529e-002    1.372e-002   -1.158e-002
   18      18.000s    1.682e-002    1.239e-002   -4.430e-003
   19      19.000s    1.217e-002    1.141e-002   -7.560e-004
   20      20.000s    1.283e-002    1.069e-002   -2.141e-003
   21      21.000s    1.143e-002    1.014e-002   -1.293e-003
   22      22.000s    6.740e-003    9.722e-003    2.981e-003
   23      23.000s    5.116e-003    9.392e-003    4.276e-003
   24      24.000s    7.339e-003    9.127e-003    1.788e-003
   25      25.000s    7.307e-003    8.908e-003    1.600e-003
   26      26.000s    4.165e-003    8.722e-003    4.557e-003
   27      27.000s    3.539e-003    8.560e-003    5.021e-003
   28      28.000s    6.296e-003    8.415e-003    2.119e-003
   29      29.000s    7.182e-003    8.283e-003    1.101e-003
   30      30.000s    5.146e-003    8.160e-003    3.014e-003

============================================================

