SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/680/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.436e+000    4.479e-003  
T     =       2.939s    9243669684094.203s  

RSS   =   5.292e-003
SD    =   1.328e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.027e+000    2.653e-002
    2       2.000s    7.622e-001    7.318e-001   -3.040e-002
    3       3.000s    5.434e-001    5.220e-001   -2.133e-002
    4       4.000s    3.875e-001    3.728e-001   -1.476e-002
    5       5.000s    2.630e-001    2.666e-001    3.541e-003
    6       6.000s    1.640e-001    1.910e-001    2.697e-002
    7       7.000s    1.080e-001    1.372e-001    2.916e-002
    8       8.000s    8.401e-002    9.892e-002    1.491e-002
    9       9.000s    6.331e-002    7.169e-002    8.371e-003
   10      10.000s    4.283e-002    5.230e-002    9.479e-003
   11      11.000s    3.623e-002    3.851e-002    2.279e-003
   12      12.000s    3.893e-002    2.870e-002   -1.023e-002
   13      13.000s    3.506e-002    2.171e-002   -1.335e-002
   14      14.000s    2.641e-002    1.674e-002   -9.671e-003
   15      15.000s    2.495e-002    1.321e-002   -1.174e-002
   16      16.000s    2.703e-002    1.069e-002   -1.634e-002
   17      17.000s    2.067e-002    8.899e-003   -1.177e-002
   18      18.000s    9.393e-003    7.624e-003   -1.769e-003
   19      19.000s    5.717e-003    6.717e-003    1.000e-003
   20      20.000s    8.303e-003    6.072e-003   -2.231e-003
   21      21.000s    6.520e-003    5.613e-003   -9.070e-004
   22      22.000s    1.111e-003    5.286e-003    4.175e-003
   23      23.000s    9.741e-004    5.053e-003    4.079e-003
   24      24.000s    4.931e-003    4.888e-003   -4.313e-005
   25      25.000s    4.603e-003    4.770e-003    1.669e-004
   26      26.000s    8.143e-004    4.686e-003    3.872e-003
   27      27.000s    8.942e-004    4.627e-003    3.732e-003
   28      28.000s    3.871e-003    4.584e-003    7.130e-004
   29      29.000s    3.227e-003    4.554e-003    1.327e-003
   30      30.000s    2.930e-004    4.532e-003    4.239e-003

============================================================

