SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/170/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.727e+000    1.333e-003  
T     =       2.023s    7068943128736.115s  

RSS   =   2.756e-002
SD    =   3.031e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.055e+000    5.485e-002
    2       2.000s    7.573e-001    6.440e-001   -1.133e-001
    3       3.000s    4.262e-001    3.934e-001   -3.287e-002
    4       4.000s    1.782e-001    2.405e-001    6.224e-002
    5       5.000s    7.778e-002    1.472e-001    6.943e-002
    6       6.000s    6.027e-002    9.032e-002    3.005e-002
    7       7.000s    4.722e-002    5.561e-002    8.398e-003
    8       8.000s    2.758e-002    3.445e-002    6.868e-003
    9       9.000s    2.262e-002    2.153e-002   -1.090e-003
   10      10.000s    2.856e-002    1.365e-002   -1.491e-002
   11      11.000s    2.617e-002    8.849e-003   -1.732e-002
   12      12.000s    1.594e-002    5.918e-003   -1.003e-002
   13      13.000s    1.154e-002    4.130e-003   -7.407e-003
   14      14.000s    1.291e-002    3.039e-003   -9.872e-003
   15      15.000s    1.010e-002    2.374e-003   -7.729e-003
   16      16.000s    3.703e-003    1.968e-003   -1.735e-003
   17      17.000s    1.865e-003    1.721e-003   -1.449e-004
   18      18.000s    3.810e-003    1.570e-003   -2.240e-003
   19      19.000s    2.598e-003    1.477e-003   -1.121e-003
   20      20.000s    -8.516e-004    1.421e-003    2.273e-003
   21      21.000s    -4.182e-004    1.387e-003    1.805e-003
   22      22.000s    2.833e-003    1.366e-003   -1.467e-003
   23      23.000s    3.035e-003    1.353e-003   -1.682e-003
   24      24.000s    7.641e-004    1.345e-003    5.814e-004
   25      25.000s    1.136e-003    1.341e-003    2.051e-004
   26      26.000s    3.689e-003    1.338e-003   -2.351e-003
   27      27.000s    3.915e-003    1.336e-003   -2.579e-003
   28      28.000s    2.386e-003    1.335e-003   -1.051e-003
   29      29.000s    3.468e-003    1.334e-003   -2.134e-003
   30      30.000s    6.960e-003    1.334e-003   -5.626e-003

============================================================

