SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/810/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 140 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.408e+000    6.988e-003  
T     =       3.005s      255.638s  

RSS   =   2.377e-003
SD    =   8.902e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.017e+000    1.673e-002
    2       2.000s    7.490e-001    7.309e-001   -1.816e-002
    3       3.000s    5.400e-001    5.259e-001   -1.404e-002
    4       4.000s    3.913e-001    3.790e-001   -1.230e-002
    5       5.000s    2.704e-001    2.736e-001    3.213e-003
    6       6.000s    1.780e-001    1.981e-001    2.011e-002
    7       7.000s    1.257e-001    1.439e-001    1.826e-002
    8       8.000s    9.671e-002    1.051e-001    8.366e-003
    9       9.000s    6.994e-002    7.722e-002    7.284e-003
   10      10.000s    4.979e-002    5.725e-002    7.461e-003
   11      11.000s    4.525e-002    4.292e-002   -2.328e-003
   12      12.000s    4.509e-002    3.264e-002   -1.245e-002
   13      13.000s    3.638e-002    2.526e-002   -1.112e-002
   14      14.000s    2.571e-002    1.996e-002   -5.747e-003
   15      15.000s    2.281e-002    1.616e-002   -6.649e-003
   16      16.000s    2.148e-002    1.342e-002   -8.059e-003
   17      17.000s    1.376e-002    1.146e-002   -2.302e-003
   18      18.000s    6.276e-003    1.004e-002    3.763e-003
   19      19.000s    7.082e-003    9.015e-003    1.934e-003
   20      20.000s    1.036e-002    8.274e-003   -2.082e-003
   21      21.000s    8.239e-003    7.736e-003   -5.031e-004
   22      22.000s    5.002e-003    7.343e-003    2.341e-003
   23      23.000s    6.817e-003    7.054e-003    2.375e-004
   24      24.000s    9.246e-003    6.840e-003   -2.405e-003
   25      25.000s    6.705e-003    6.680e-003   -2.519e-005
   26      26.000s    3.606e-003    6.558e-003    2.953e-003
   27      27.000s    5.195e-003    6.464e-003    1.269e-003
   28      28.000s    7.294e-003    6.389e-003   -9.044e-004
   29      29.000s    5.071e-003    6.329e-003    1.258e-003
   30      30.000s    2.481e-003    6.279e-003    3.798e-003

============================================================

