SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/270/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 372 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.348e+000    6.284e-002  
T     =       2.884s       15.129s  

RSS   =   2.551e-003
SD    =   9.222e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.012e+000    1.159e-002
    2       2.000s    7.375e-001    7.286e-001   -8.838e-003
    3       3.000s    5.450e-001    5.277e-001   -1.726e-002
    4       4.000s    4.002e-001    3.849e-001   -1.533e-002
    5       5.000s    2.730e-001    2.832e-001    1.021e-002
    6       6.000s    1.851e-001    2.105e-001    2.542e-002
    7       7.000s    1.451e-001    1.585e-001    1.340e-002
    8       8.000s    1.194e-001    1.211e-001    1.776e-003
    9       9.000s    8.799e-002    9.412e-002    6.131e-003
   10      10.000s    6.794e-002    7.448e-002    6.538e-003
   11      11.000s    6.682e-002    6.009e-002   -6.736e-003
   12      12.000s    6.387e-002    4.944e-002   -1.443e-002
   13      13.000s    4.906e-002    4.146e-002   -7.596e-003
   14      14.000s    3.888e-002    3.541e-002   -3.472e-003
   15      15.000s    4.108e-002    3.074e-002   -1.034e-002
   16      16.000s    4.005e-002    2.707e-002   -1.297e-002
   17      17.000s    2.812e-002    2.414e-002   -3.986e-003
   18      18.000s    1.924e-002    2.174e-002    2.502e-003
   19      19.000s    2.086e-002    1.975e-002   -1.108e-003
   20      20.000s    2.101e-002    1.806e-002   -2.948e-003
   21      21.000s    1.314e-002    1.661e-002    3.471e-003
   22      22.000s    7.942e-003    1.533e-002    7.392e-003
   23      23.000s    1.115e-002    1.420e-002    3.055e-003
   24      24.000s    1.287e-002    1.319e-002    3.221e-004
   25      25.000s    7.868e-003    1.227e-002    4.402e-003
   26      26.000s    5.044e-003    1.143e-002    6.389e-003
   27      27.000s    8.712e-003    1.066e-002    1.951e-003
   28      28.000s    1.042e-002    9.955e-003   -4.628e-004
   29      29.000s    6.492e-003    9.299e-003    2.808e-003
   30      30.000s    4.961e-003    8.691e-003    3.730e-003

============================================================

