SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/20/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 1135 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   4.290e+000    -3.198e+001  
T     =       1.071s      260.224m  

RSS   =   9.983e-003
SD    =   1.824e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.000e+000   -4.643e-006
    2       2.000s    6.471e-001    6.476e-001    4.494e-004
    3       3.000s    2.715e-001    2.599e-001   -1.161e-002
    4       4.000s    6.687e-002    1.022e-001    3.537e-002
    5       5.000s    3.714e-002    4.018e-002    3.038e-003
    6       6.000s    5.638e-002    1.579e-002   -4.060e-002
    7       7.000s    4.667e-002    6.203e-003   -4.046e-002
    8       8.000s    2.897e-002    2.437e-003   -2.653e-002
    9       9.000s    3.242e-002    9.576e-004   -3.146e-002
   10      10.000s    3.912e-002    3.763e-004   -3.874e-002
   11      11.000s    2.863e-002    1.478e-004   -2.848e-002
   12      12.000s    1.474e-002    5.809e-005   -1.468e-002
   13      13.000s    1.395e-002    2.283e-005   -1.392e-002
   14      14.000s    1.662e-002    8.969e-006   -1.661e-002
   15      15.000s    1.063e-002    3.524e-006   -1.063e-002
   16      16.000s    4.323e-003    1.385e-006   -4.322e-003
   17      17.000s    7.289e-003    5.441e-007   -7.289e-003
   18      18.000s    1.143e-002    2.138e-007   -1.143e-002
   19      19.000s    7.600e-003    8.400e-008   -7.600e-003
   20      20.000s    2.419e-003    3.301e-008   -2.419e-003
   21      21.000s    4.063e-003    1.297e-008   -4.063e-003
   22      22.000s    7.095e-003    5.096e-009   -7.095e-003
   23      23.000s    4.510e-003    2.002e-009   -4.510e-003
   24      24.000s    1.106e-003    7.867e-010   -1.106e-003
   25      25.000s    2.965e-003    3.091e-010   -2.965e-003
   26      26.000s    5.625e-003    1.215e-010   -5.625e-003
   27      27.000s    3.631e-003    4.773e-011   -3.631e-003
   28      28.000s    1.331e-003    1.875e-011   -1.331e-003
   29      29.000s    4.134e-003    7.368e-012   -4.134e-003
   30      30.000s    8.404e-003    2.895e-012   -8.404e-003

============================================================

