SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/70/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.588e+000    6.498e-003  
T     =       2.364s    35351244833945.641s  

RSS   =   1.671e-002
SD    =   2.360e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.047e+000    4.674e-002
    2       2.000s    7.639e-001    6.879e-001   -7.595e-002
    3       3.000s    4.967e-001    4.529e-001   -4.379e-002
    4       4.000s    2.800e-001    2.989e-001    1.889e-002
    5       5.000s    1.472e-001    1.980e-001    5.085e-002
    6       6.000s    8.545e-002    1.320e-001    4.653e-002
    7       7.000s    6.310e-002    8.869e-002    2.559e-002
    8       8.000s    5.389e-002    6.034e-002    6.451e-003
    9       9.000s    4.613e-002    4.177e-002   -4.362e-003
   10      10.000s    3.897e-002    2.960e-002   -9.363e-003
   11      11.000s    3.386e-002    2.163e-002   -1.222e-002
   12      12.000s    2.995e-002    1.641e-002   -1.353e-002
   13      13.000s    2.576e-002    1.299e-002   -1.276e-002
   14      14.000s    2.188e-002    1.075e-002   -1.112e-002
   15      15.000s    1.955e-002    9.285e-003   -1.027e-002
   16      16.000s    1.792e-002    8.324e-003   -9.599e-003
   17      17.000s    1.500e-002    7.694e-003   -7.304e-003
   18      18.000s    1.077e-002    7.281e-003   -3.492e-003
   19      19.000s    7.238e-003    7.011e-003   -2.265e-004
   20      20.000s    5.489e-003    6.834e-003    1.345e-003
   21      21.000s    4.750e-003    6.718e-003    1.968e-003
   22      22.000s    4.198e-003    6.642e-003    2.444e-003
   23      23.000s    3.991e-003    6.593e-003    2.601e-003
   24      24.000s    4.234e-003    6.560e-003    2.326e-003
   25      25.000s    4.404e-003    6.539e-003    2.134e-003
   26      26.000s    4.240e-003    6.525e-003    2.285e-003
   27      27.000s    4.167e-003    6.515e-003    2.348e-003
   28      28.000s    4.605e-003    6.509e-003    1.904e-003
   29      29.000s    5.691e-003    6.506e-003    8.144e-004
   30      30.000s    7.728e-003    6.503e-003   -1.225e-003

============================================================

