SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/360/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 241 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   2.638e+000    9.917e-003  
T     =       1.041s       58.904s  

RSS   =   2.849e-002
SD    =   3.082e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.019e+000    1.927e-002
    2       2.000s    4.881e-001    3.960e-001   -9.215e-002
    3       3.000s    7.871e-002    1.573e-001    7.859e-002
    4       4.000s    -2.645e-002    6.586e-002    9.231e-002
    5       5.000s    4.178e-002    3.077e-002   -1.101e-002
    6       6.000s    6.799e-002    1.725e-002   -5.075e-002
    7       7.000s    2.241e-002    1.198e-002   -1.043e-002
    8       8.000s    1.812e-003    9.872e-003    8.060e-003
    9       9.000s    2.834e-002    8.976e-003   -1.936e-002
   10      10.000s    3.881e-002    8.546e-003   -3.026e-002
   11      11.000s    1.494e-002    8.295e-003   -6.641e-003
   12      12.000s    2.175e-003    8.115e-003    5.940e-003
   13      13.000s    1.537e-002    7.963e-003   -7.402e-003
   14      14.000s    2.000e-002    7.823e-003   -1.217e-002
   15      15.000s    4.984e-003    7.689e-003    2.705e-003
   16      16.000s    -1.178e-003    7.558e-003    8.736e-003
   17      17.000s    1.004e-002    7.431e-003   -2.609e-003
   18      18.000s    1.351e-002    7.306e-003   -6.200e-003
   19      19.000s    1.604e-003    7.183e-003    5.578e-003
   20      20.000s    -3.358e-003    7.062e-003    1.042e-002
   21      21.000s    5.914e-003    6.943e-003    1.029e-003
   22      22.000s    9.835e-003    6.826e-003   -3.009e-003
   23      23.000s    1.530e-003    6.711e-003    5.181e-003
   24      24.000s    -1.909e-003    6.598e-003    8.507e-003
   25      25.000s    5.519e-003    6.487e-003    9.679e-004
   26      26.000s    8.356e-003    6.378e-003   -1.978e-003
   27      27.000s    1.265e-003    6.270e-003    5.006e-003
   28      28.000s    -1.293e-003    6.165e-003    7.457e-003
   29      29.000s    6.164e-003    6.061e-003   -1.030e-004
   30      30.000s    1.077e-002    5.959e-003   -4.812e-003

============================================================

