SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/30/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   2.035e+000    4.251e-003  
T     =       1.476s    6399185762311.462s  

RSS   =   2.881e-002
SD    =   3.099e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.038e+000    3.780e-002
    2       2.000s    6.437e-001    5.291e-001   -1.146e-001
    3       3.000s    2.526e-001    2.707e-001    1.813e-002
    4       4.000s    4.165e-002    1.396e-001    9.792e-002
    5       5.000s    2.012e-002    7.296e-002    5.285e-002
    6       6.000s    4.725e-002    3.914e-002   -8.105e-003
    7       7.000s    3.490e-002    2.197e-002   -1.293e-002
    8       8.000s    1.176e-002    1.325e-002    1.485e-003
    9       9.000s    1.707e-002    8.819e-003   -8.248e-003
   10      10.000s    3.020e-002    6.570e-003   -2.363e-002
   11      11.000s    2.305e-002    5.429e-003   -1.762e-002
   12      12.000s    9.583e-003    4.849e-003   -4.735e-003
   13      13.000s    1.076e-002    4.555e-003   -6.209e-003
   14      14.000s    1.621e-002    4.405e-003   -1.180e-002
   15      15.000s    1.017e-002    4.329e-003   -5.838e-003
   16      16.000s    1.915e-003    4.291e-003    2.376e-003
   17      17.000s    4.502e-003    4.271e-003   -2.313e-004
   18      18.000s    9.476e-003    4.261e-003   -5.215e-003
   19      19.000s    5.215e-003    4.256e-003   -9.593e-004
   20      20.000s    -8.490e-004    4.253e-003    5.102e-003
   21      21.000s    1.804e-003    4.252e-003    2.448e-003
   22      22.000s    6.719e-003    4.251e-003   -2.467e-003
   23      23.000s    4.246e-003    4.251e-003    5.044e-006
   24      24.000s    -1.892e-004    4.251e-003    4.440e-003
   25      25.000s    2.044e-003    4.251e-003    2.207e-003
   26      26.000s    6.199e-003    4.251e-003   -1.948e-003
   27      27.000s    4.480e-003    4.251e-003   -2.288e-004
   28      28.000s    1.151e-003    4.251e-003    3.100e-003
   29      29.000s    3.505e-003    4.251e-003    7.459e-004
   30      30.000s    8.059e-003    4.251e-003   -3.808e-003

============================================================

