SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/660/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.501e+000    1.183e-003  
T     =       2.685s    16851997335918.584s  

RSS   =   6.719e-003
SD    =   1.497e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.036e+000    3.568e-002
    2       2.000s    7.662e-001    7.140e-001   -5.222e-002
    3       3.000s    5.136e-001    4.924e-001   -2.124e-002
    4       4.000s    3.337e-001    3.396e-001    5.959e-003
    5       5.000s    2.285e-001    2.344e-001    5.895e-003
    6       6.000s    1.533e-001    1.619e-001    8.615e-003
    7       7.000s    8.852e-002    1.119e-001    2.338e-002
    8       8.000s    4.726e-002    7.748e-002    3.021e-002
    9       9.000s    3.406e-002    5.376e-002    1.969e-002
   10      10.000s    3.173e-002    3.741e-002    5.678e-003
   11      11.000s    2.610e-002    2.614e-002    3.975e-005
   12      12.000s    1.953e-002    1.838e-002   -1.147e-003
   13      13.000s    1.664e-002    1.303e-002   -3.602e-003
   14      14.000s    1.430e-002    9.349e-003   -4.956e-003
   15      15.000s    1.016e-002    6.810e-003   -3.353e-003
   16      16.000s    7.744e-003    5.060e-003   -2.684e-003
   17      17.000s    8.412e-003    3.854e-003   -4.558e-003
   18      18.000s    7.929e-003    3.024e-003   -4.905e-003
   19      19.000s    4.635e-003    2.451e-003   -2.183e-003
   20      20.000s    2.693e-003    2.057e-003   -6.358e-004
   21      21.000s    4.146e-003    1.785e-003   -2.361e-003
   22      22.000s    5.276e-003    1.598e-003   -3.678e-003
   23      23.000s    3.749e-003    1.469e-003   -2.280e-003
   24      24.000s    2.558e-003    1.380e-003   -1.179e-003
   25      25.000s    3.908e-003    1.319e-003   -2.590e-003
   26      26.000s    5.273e-003    1.276e-003   -3.997e-003
   27      27.000s    4.585e-003    1.247e-003   -3.338e-003
   28      28.000s    4.029e-003    1.227e-003   -2.802e-003
   29      29.000s    5.708e-003    1.213e-003   -4.494e-003
   30      30.000s    8.156e-003    1.204e-003   -6.952e-003

============================================================

