SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/300/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.413e+000    5.240e-003  
T     =       3.174s    27056536667576.824s  

RSS   =   7.078e-003
SD    =   1.536e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.036e+000    3.602e-002
    2       2.000s    7.927e-001    7.574e-001   -3.525e-002
    3       3.000s    5.880e-001    5.541e-001   -3.383e-002
    4       4.000s    4.252e-001    4.058e-001   -1.942e-002
    5       5.000s    2.923e-001    2.975e-001    5.196e-003
    6       6.000s    1.907e-001    2.185e-001    2.787e-002
    7       7.000s    1.304e-001    1.609e-001    3.052e-002
    8       8.000s    9.885e-002    1.188e-001    1.997e-002
    9       9.000s    7.400e-002    8.812e-002    1.411e-002
   10      10.000s    5.360e-002    6.572e-002    1.212e-002
   11      11.000s    4.558e-002    4.937e-002    3.795e-003
   12      12.000s    4.396e-002    3.744e-002   -6.521e-003
   13      13.000s    3.711e-002    2.874e-002   -8.372e-003
   14      14.000s    2.794e-002    2.239e-002   -5.556e-003
   15      15.000s    2.562e-002    1.775e-002   -7.862e-003
   16      16.000s    2.658e-002    1.437e-002   -1.221e-002
   17      17.000s    2.174e-002    1.190e-002   -9.833e-003
   18      18.000s    1.384e-002    1.010e-002   -3.734e-003
   19      19.000s    1.147e-002    8.788e-003   -2.679e-003
   20      20.000s    1.282e-002    7.829e-003   -4.990e-003
   21      21.000s    1.040e-002    7.129e-003   -3.274e-003
   22      22.000s    5.683e-003    6.618e-003    9.359e-004
   23      23.000s    5.216e-003    6.246e-003    1.030e-003
   24      24.000s    7.562e-003    5.974e-003   -1.588e-003
   25      25.000s    6.697e-003    5.775e-003   -9.212e-004
   26      26.000s    3.794e-003    5.631e-003    1.837e-003
   27      27.000s    4.045e-003    5.525e-003    1.480e-003
   28      28.000s    6.095e-003    5.448e-003   -6.467e-004
   29      29.000s    5.341e-003    5.392e-003    5.061e-005
   30      30.000s    3.602e-003    5.351e-003    1.748e-003

============================================================

