SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/330/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.404e+000    6.058e-003  
T     =       3.099s    13607756745520.061s  

RSS   =   3.360e-003
SD    =   1.058e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.023e+000    2.302e-002
    2       2.000s    7.659e-001    7.425e-001   -2.337e-002
    3       3.000s    5.622e-001    5.394e-001   -2.282e-002
    4       4.000s    4.049e-001    3.923e-001   -1.256e-002
    5       5.000s    2.795e-001    2.858e-001    6.277e-003
    6       6.000s    1.871e-001    2.086e-001    2.149e-002
    7       7.000s    1.318e-001    1.528e-001    2.095e-002
    8       8.000s    9.974e-002    1.123e-001    1.257e-002
    9       9.000s    7.443e-002    8.300e-002    8.570e-003
   10      10.000s    5.547e-002    6.178e-002    6.316e-003
   11      11.000s    4.705e-002    4.641e-002   -6.333e-004
   12      12.000s    4.271e-002    3.528e-002   -7.427e-003
   13      13.000s    3.474e-002    2.722e-002   -7.516e-003
   14      14.000s    2.667e-002    2.139e-002   -5.286e-003
   15      15.000s    2.422e-002    1.716e-002   -7.064e-003
   16      16.000s    2.346e-002    1.410e-002   -9.363e-003
   17      17.000s    1.860e-002    1.188e-002   -6.719e-003
   18      18.000s    1.285e-002    1.027e-002   -2.575e-003
   19      19.000s    1.159e-002    9.112e-003   -2.477e-003
   20      20.000s    1.222e-002    8.270e-003   -3.953e-003
   21      21.000s    9.862e-003    7.660e-003   -2.203e-003
   22      22.000s    6.527e-003    7.218e-003    6.914e-004
   23      23.000s    6.275e-003    6.898e-003    6.236e-004
   24      24.000s    7.050e-003    6.667e-003   -3.836e-004
   25      25.000s    5.199e-003    6.499e-003    1.300e-003
   26      26.000s    2.854e-003    6.377e-003    3.523e-003
   27      27.000s    3.525e-003    6.289e-003    2.764e-003
   28      28.000s    5.122e-003    6.226e-003    1.104e-003
   29      29.000s    4.220e-003    6.180e-003    1.959e-003
   30      30.000s    2.950e-003    6.146e-003    3.196e-003

============================================================

