SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/160/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 154 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.401e+000    8.306e-003  
T     =       3.096s      234.228s  

RSS   =   3.756e-003
SD    =   1.119e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.022e+000    2.249e-002
    2       2.000s    7.654e-001    7.425e-001   -2.294e-002
    3       3.000s    5.662e-001    5.398e-001   -2.637e-002
    4       4.000s    4.031e-001    3.930e-001   -1.004e-002
    5       5.000s    2.734e-001    2.868e-001    1.338e-002
    6       6.000s    1.873e-001    2.098e-001    2.251e-002
    7       7.000s    1.375e-001    1.541e-001    1.664e-002
    8       8.000s    1.017e-001    1.138e-001    1.207e-002
    9       9.000s    7.333e-002    8.454e-002    1.121e-002
   10      10.000s    5.936e-002    6.338e-002    4.015e-003
   11      11.000s    5.530e-002    4.805e-002   -7.255e-003
   12      12.000s    4.770e-002    3.694e-002   -1.077e-002
   13      13.000s    3.631e-002    2.889e-002   -7.421e-003
   14      14.000s    3.109e-002    2.305e-002   -8.041e-003
   15      15.000s    3.125e-002    1.881e-002   -1.243e-002
   16      16.000s    2.686e-002    1.574e-002   -1.112e-002
   17      17.000s    1.791e-002    1.350e-002   -4.403e-003
   18      18.000s    1.330e-002    1.187e-002   -1.427e-003
   19      19.000s    1.371e-002    1.069e-002   -3.020e-003
   20      20.000s    1.163e-002    9.818e-003   -1.815e-003
   21      21.000s    6.652e-003    9.181e-003    2.528e-003
   22      22.000s    5.368e-003    8.710e-003    3.343e-003
   23      23.000s    7.782e-003    8.361e-003    5.783e-004
   24      24.000s    7.484e-003    8.099e-003    6.149e-004
   25      25.000s    4.199e-003    7.901e-003    3.702e-003
   26      26.000s    3.613e-003    7.749e-003    4.136e-003
   27      27.000s    5.868e-003    7.630e-003    1.762e-003
   28      28.000s    5.874e-003    7.535e-003    1.662e-003
   29      29.000s    3.798e-003    7.458e-003    3.660e-003
   30      30.000s    4.333e-003    7.394e-003    3.061e-003

============================================================

