SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/790/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 165 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.731e+000    1.123e-002  
T     =       1.858s      408.346s  

RSS   =   1.030e-002
SD    =   1.853e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.022e+000    2.169e-002
    2       2.000s    6.646e-001    6.011e-001   -6.348e-002
    3       3.000s    3.431e-001    3.556e-001    1.241e-002
    4       4.000s    1.599e-001    2.122e-001    5.226e-002
    5       5.000s    1.040e-001    1.285e-001    2.447e-002
    6       6.000s    8.998e-002    7.960e-002   -1.038e-002
    7       7.000s    6.782e-002    5.105e-002   -1.677e-002
    8       8.000s    4.640e-002    3.437e-002   -1.203e-002
    9       9.000s    4.007e-002    2.462e-002   -1.544e-002
   10      10.000s    3.905e-002    1.892e-002   -2.013e-002
   11      11.000s    3.206e-002    1.558e-002   -1.648e-002
   12      12.000s    2.427e-002    1.362e-002   -1.065e-002
   13      13.000s    2.240e-002    1.246e-002   -9.938e-003
   14      14.000s    2.175e-002    1.178e-002   -9.972e-003
   15      15.000s    1.683e-002    1.137e-002   -5.464e-003
   16      16.000s    1.106e-002    1.112e-002    6.097e-005
   17      17.000s    8.618e-003    1.096e-002    2.341e-003
   18      18.000s    7.163e-003    1.086e-002    3.693e-003
   19      19.000s    4.256e-003    1.078e-002    6.529e-003
   20      20.000s    2.598e-003    1.073e-002    8.134e-003
   21      21.000s    3.937e-003    1.069e-002    6.754e-003
   22      22.000s    4.998e-003    1.066e-002    5.659e-003
   23      23.000s    3.585e-003    1.062e-002    7.040e-003
   24      24.000s    2.466e-003    1.060e-002    8.130e-003
   25      25.000s    3.704e-003    1.057e-002    6.864e-003
   26      26.000s    4.884e-003    1.054e-002    5.657e-003
   27      27.000s    4.125e-003    1.051e-002    6.389e-003
   28      28.000s    3.633e-003    1.049e-002    6.855e-003
   29      29.000s    5.330e-003    1.046e-002    5.133e-003
   30      30.000s    7.669e-003    1.044e-002    2.768e-003

============================================================

