SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/190/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.436e+000    3.865e-003  
T     =       3.016s    67132255492784.648s  

RSS   =   6.277e-003
SD    =   1.447e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.035e+000    3.460e-002
    2       2.000s    7.884e-001    7.437e-001   -4.474e-002
    3       3.000s    5.532e-001    5.349e-001   -1.825e-002
    4       4.000s    3.944e-001    3.850e-001   -9.392e-003
    5       5.000s    2.805e-001    2.775e-001   -3.011e-003
    6       6.000s    1.791e-001    2.002e-001    2.115e-002
    7       7.000s    1.112e-001    1.448e-001    3.359e-002
    8       8.000s    8.545e-002    1.050e-001    1.959e-002
    9       9.000s    7.014e-002    7.648e-002    6.344e-003
   10      10.000s    4.698e-002    5.599e-002    9.008e-003
   11      11.000s    3.286e-002    4.128e-002    8.416e-003
   12      12.000s    3.561e-002    3.072e-002   -4.892e-003
   13      13.000s    3.550e-002    2.314e-002   -1.236e-002
   14      14.000s    2.299e-002    1.770e-002   -5.285e-003
   15      15.000s    1.448e-002    1.380e-002   -6.850e-004
   16      16.000s    1.846e-002    1.099e-002   -7.470e-003
   17      17.000s    2.027e-002    8.981e-003   -1.129e-002
   18      18.000s    1.175e-002    7.537e-003   -4.212e-003
   19      19.000s    5.554e-003    6.501e-003    9.467e-004
   20      20.000s    9.105e-003    5.757e-003   -3.348e-003
   21      21.000s    1.135e-002    5.223e-003   -6.126e-003
   22      22.000s    5.688e-003    4.839e-003   -8.490e-004
   23      23.000s    1.925e-003    4.564e-003    2.639e-003
   24      24.000s    5.721e-003    4.367e-003   -1.354e-003
   25      25.000s    8.014e-003    4.225e-003   -3.789e-003
   26      26.000s    3.781e-003    4.123e-003    3.421e-004
   27      27.000s    1.359e-003    4.050e-003    2.691e-003
   28      28.000s    4.971e-003    3.998e-003   -9.732e-004
   29      29.000s    6.597e-003    3.960e-003   -2.636e-003
   30      30.000s    2.598e-003    3.933e-003    1.336e-003

============================================================

