SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/740/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.478e+000    6.399e-003  
T     =       2.672s    24783348705829.305s  

RSS   =   4.416e-003
SD    =   1.213e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.023e+000    2.330e-002
    2       2.000s    7.375e-001    7.059e-001   -3.162e-002
    3       3.000s    4.998e-001    4.875e-001   -1.228e-002
    4       4.000s    3.492e-001    3.374e-001   -1.185e-002
    5       5.000s    2.344e-001    2.340e-001   -4.026e-004
    6       6.000s    1.372e-001    1.630e-001    2.580e-002
    7       7.000s    8.413e-002    1.141e-001    2.997e-002
    8       8.000s    6.907e-002    8.049e-002    1.142e-002
    9       9.000s    5.419e-002    5.736e-002    3.172e-003
   10      10.000s    3.243e-002    4.145e-002    9.025e-003
   11      11.000s    2.530e-002    3.051e-002    5.210e-003
   12      12.000s    3.123e-002    2.298e-002   -8.246e-003
   13      13.000s    2.778e-002    1.781e-002   -9.968e-003
   14      14.000s    1.545e-002    1.425e-002   -1.204e-003
   15      15.000s    1.421e-002    1.180e-002   -2.417e-003
   16      16.000s    2.321e-002    1.011e-002   -1.310e-002
   17      17.000s    2.313e-002    8.953e-003   -1.418e-002
   18      18.000s    1.308e-002    8.156e-003   -4.928e-003
   19      19.000s    9.810e-003    7.607e-003   -2.203e-003
   20      20.000s    1.468e-002    7.230e-003   -7.445e-003
   21      21.000s    1.337e-002    6.971e-003   -6.395e-003
   22      22.000s    5.170e-003    6.792e-003    1.623e-003
   23      23.000s    3.265e-003    6.669e-003    3.404e-003
   24      24.000s    8.221e-003    6.585e-003   -1.636e-003
   25      25.000s    7.882e-003    6.527e-003   -1.355e-003
   26      26.000s    1.723e-003    6.487e-003    4.764e-003
   27      27.000s    8.721e-004    6.460e-003    5.587e-003
   28      28.000s    5.689e-003    6.441e-003    7.513e-004
   29      29.000s    5.985e-003    6.428e-003    4.429e-004
   30      30.000s    1.669e-003    6.419e-003    4.750e-003

============================================================

