SIMFIT RESULTS
==============

Dataset : c:/IVDrData/data/PipelineTest_Urine_300K_RFT_290118/840/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   7.467e-001    -7.256e-002  
T     =       4.020s        3.479s  

RSS   =   3.338e-001
SD    =   1.055e-001

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    5.278e-001   -4.722e-001
    2       2.000s    6.265e-001    4.132e-001   -2.134e-001
    3       3.000s    2.597e-001    3.234e-001    6.370e-002
    4       4.000s    7.939e-002    2.531e-001    1.737e-001
    5       5.000s    5.945e-002    1.980e-001    1.386e-001
    6       6.000s    6.635e-002    1.549e-001    8.858e-002
    7       7.000s    4.151e-002    1.212e-001    7.968e-002
    8       8.000s    2.157e-002    9.479e-002    7.323e-002
    9       9.000s    3.029e-002    7.413e-002    4.384e-002
   10      10.000s    3.888e-002    5.797e-002    1.909e-002
   11      11.000s    2.723e-002    4.533e-002    1.809e-002
   12      12.000s    1.506e-002    3.543e-002    2.037e-002
   13      13.000s    1.877e-002    2.770e-002    8.928e-003
   14      14.000s    2.518e-002    2.165e-002   -3.531e-003
   15      15.000s    2.196e-002    1.692e-002   -5.037e-003
   16      16.000s    1.774e-002    1.322e-002   -4.519e-003
   17      17.000s    1.884e-002    1.033e-002   -8.510e-003
   18      18.000s    1.555e-002    8.074e-003   -7.477e-003
   19      19.000s    3.955e-003    6.308e-003    2.353e-003
   20      20.000s    -3.327e-003    4.928e-003    8.255e-003
   21      21.000s    5.995e-004    3.850e-003    3.250e-003
   22      22.000s    5.049e-003    3.007e-003   -2.042e-003
   23      23.000s    1.959e-003    2.349e-003    3.898e-004
   24      24.000s    -1.160e-003    1.834e-003    2.995e-003
   25      25.000s    2.195e-003    1.433e-003   -7.628e-004
   26      26.000s    5.436e-003    1.119e-003   -4.317e-003
   27      27.000s    2.866e-003    8.736e-004   -1.993e-003
   28      28.000s    5.267e-004    6.821e-004    1.554e-004
   29      29.000s    3.893e-003    5.326e-004   -3.361e-003
   30      30.000s    7.980e-003    4.158e-004   -7.564e-003

============================================================

